cpd:C00001,18.010565
cpd:C00002,506.995745
cpd:C00003,664.116947
cpd:C00004,665.124772
cpd:C00005,745.091102
cpd:C00006,744.083277
cpd:C00007,31.989829
cpd:C00008,427.029415
cpd:C00009,97.976895
cpd:C00010,767.115209
cpd:C00011,43.989829
cpd:C00013,177.943226
cpd:C00014,17.026549
cpd:C00015,404.002197
cpd:C00016,785.157135
cpd:C00018,247.024574
cpd:C00019,398.137239
cpd:C00020,347.063084
cpd:C00021,384.121589
cpd:C00022,88.016044
cpd:C00023,55.934937
cpd:C00024,809.125774
cpd:C00025,147.053158
cpd:C00026,146.021523
cpd:C00027,34.005479
cpd:C00029,566.055021
cpd:C00031,180.063388
cpd:C00032,616.177293
cpd:C00033,60.021129
cpd:C00034,54.938045
cpd:C00035,443.02433
cpd:C00036,132.005873
cpd:C00037,75.032028
cpd:C00038,63.929142
cpd:C00041,89.047678
cpd:C00042,118.026609
cpd:C00043,607.08157
cpd:C00044,522.99066
cpd:C00047,146.105528
cpd:C00048,74.000394
cpd:C00049,133.037508
cpd:C00051,307.083806
cpd:C00052,566.055021
cpd:C00053,506.98623
cpd:C00054,427.029415
cpd:C00055,323.051851
cpd:C00058,46.005479
cpd:C00059,97.96738
cpd:C00061,456.104615
cpd:C00062,174.111676
cpd:C00063,482.984512
cpd:C00064,146.069142
cpd:C00065,105.042593
cpd:C00067,30.010565
cpd:C00068,425.044968
cpd:C00070,62.929597
cpd:C00072,176.032088
cpd:C00073,149.05105
cpd:C00074,167.982375
cpd:C00075,483.968528
cpd:C00076,39.962591
cpd:C00077,132.089878
cpd:C00078,204.089878
cpd:C00079,165.078979
cpd:C00080,1.007825
cpd:C00081,507.979761
cpd:C00082,181.073893
cpd:C00083,853.115603
cpd:C00084,44.026215
cpd:C00085,260.029719
cpd:C00086,60.032363
cpd:C00087,33.987721
cpd:C00088,47.000728
cpd:C00089,342.116212
cpd:C00090,110.036779
cpd:C00091,867.131253
cpd:C00092,260.029719
cpd:C00093,172.013675
cpd:C00094,81.972465
cpd:C00095,180.063388
cpd:C00096,605.077153
cpd:C00097,121.019749
cpd:C00099,89.047678
cpd:C00100,823.141424
cpd:C00101,445.170981
cpd:C00102,266.985384
cpd:C00103,260.029719
cpd:C00104,428.013431
cpd:C00105,324.035867
